,PROC_NUM,PARCEL_NO,ADDRESS,DATE,CONST_COST,ADMIN_COST,CAT_CODE,UNITS_VAL,PED_ORIENTED,LAND USE,UNITS
1287,C2019016251-0,940250760010,7025 SW 59 PL,11/27/2019,0,0,220-00,326,0,Apartment (Rentals),unit
3826,C2019016251-0,940250760010,7025 SW 59 PL,11/27/2019,0,0,710-03,-159764,0,"General Office Building [150,001-200,000]",sq. ft.
1555,M2020004071-0,940360060040,5851 SW 76 ST,12/11/2019,0,0,210-00,1,0,Single Family Detached,unit
1558,M2020004071-0,940360060040,5851 SW 76 ST,12/11/2019,0,0,210-00,-1,0,Single Family Detached,unit
1551,M2019016798-0,940360080140,5747 SW 82 ST,7/15/2019,0,0,210-00,1,0,Single Family Detached,unit
1552,M2019016798-0,940360080140,5747 SW 82 ST,7/15/2019,0,0,210-00,-1,0,Single Family Detached,unit
1557,M2019014854-0,940360140050,7711 SW 61 AVE,6/11/2019,0,0,210-00,1,0,Single Family Detached,unit
1556,M2019014854-0,940360140050,7711 SW 61 AVE,6/11/2019,0,0,210-00,-1,0,Single Family Detached,unit
1549,M2019020984-0,940360140100,7700 SW 60 AVE,9/19/2019,0,0,210-00,0,0,Single Family Detached,unit
3460,M2020000722-0,940360220340,5818 SW 73 ST,11/8/2019,0,0,492-00,1036,0,Health/Fitness,sq. ft.
559,M2020000722-0,940360220340,5818 SW 73 ST,11/8/2019,0,0,710-00,-276.3,0,General Office Building,sq. ft.
560,M2020000722-0,940360220340,5818 SW 73 ST,11/8/2019,0,0,710-00,-276.3,0,"General Office Building [1-50,000]",sq. ft.
771,M2019008230-0,940360290030,5901 SW 74 ST,3/13/2019,24384.12,487.68,720-00,1303,0,Medical Office Building,sq. ft.
561,M2019008230-0,940360290030,5901 SW 74 ST,3/13/2019,24384.12,487.68,710-00,-1303,0,General Office Building,sq. ft.
562,M2019008230-0,940360290030,5901 SW 74 ST,3/13/2019,24384.12,487.68,710-00,-1303,0,"General Office Building [1-50,000]",sq. ft.
1550,M2019020721-0,940360390440,5911 SW 81 ST,11/12/2019,0,0,210-00,0,0,Single Family Detached,unit
1553,M2019006665-0,940360390530,5891 SW 81 ST,2/6/2019,0,0,210-00,1,0,Single Family Detached,unit
1554,M2019006665-0,940360390530,5891 SW 81 ST,2/6/2019,0,0,210-00,-1,0,Single Family Detached,unit
770,M2019009226-0,940360400210,6280 SUNSET DR,3/21/2019,36253.58,725.07,720-00,1603,0,Medical Office Building,sq. ft.
3828,M2019009226-0,940360400210,6280 SUNSET DR,3/21/2019,36253.58,725.07,710-02,-1603,0,"General Office Building [100,001-150,000]",sq. ft.
1548,M2019007341-0,940360490050,6045 SW 84 ST,2/14/2019,0,0,210-00,0,0,Single Family Detached,unit
2438,M2020001667-0,1078120060875,152 NW 16 ST,11/1/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2439,M2020001663-0,1078120060885,132 NW 16 ST,10/31/2019,7949.8,158.99,210-00,1,0,Single Family Detached,unit
2440,M2020001663-0,1078120060885,132 NW 16 ST,10/31/2019,7949.8,158.99,210-00,-0.17,0,Single Family Detached,unit
2436,M2019006216-0,1078120070660,425 NW 12 ST,1/24/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2441,M2019017237-0,1078120080330,1 NORTHWEST 20 ST,7/24/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2442,M2019020448-0,1078120180250,1290 NW 13 ST,9/10/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2437,M2019005628-0,1078120190480,1310 NW 9 CT,1/16/2019,5768.99,115.38,210-00,1,0,Single Family Detached,unit
394,M2019005628-0,1078120190480,1310 NW 9 CT,1/16/2019,5768.99,115.38,820-00,-192,0,Shopping Center/General Retail,sq. ft.
395,M2019005628-0,1078120190480,1310 NW 9 CT,1/16/2019,5768.99,115.38,820-00,-192,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
2450,M2019016329-0,1078130040590,836 SW 6 ST,7/10/2019,0,0,210-00,1,0,Single Family Detached,unit
2451,M2019016329-0,1078130040590,836 SW 6 ST,7/10/2019,0,0,210-00,-1,0,Single Family Detached,unit
2444,M2019011904-0,1078130090165,313 NW 3 AVE,4/24/2019,4639.01,92.78,210-00,1,0,Single Family Detached,unit
2443,M2019011904-0,1078130090165,313 NW 3 AVE,4/24/2019,4639.01,92.78,210-00,-0.5,0,Single Family Detached,unit
2445,M2019012141-0,1078130090170,317 NW 3 AVE,4/25/2019,4639.01,92.78,210-00,1,0,Single Family Detached,unit
2446,M2019012141-0,1078130090170,317 NW 3 AVE,4/25/2019,4639.01,92.78,210-00,-0.5,0,Single Family Detached,unit
2449,M2019007512-0,1078130241110,810 NW 4 ST,2/12/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2452,M2019006213-0,1078130241111,818 NW 4 ST,1/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2448,M2019020413-0,1078130360760,512 SW 6 TER,9/20/2019,0,0,210-00,1,0,Single Family Detached,unit
2447,M2019020413-0,1078130360760,512 SW 6 TER,9/20/2019,0,0,210-00,-1,0,Single Family Detached,unit
3816,M2019005968-0,1078130640070,414 NW 10 AVE 41,3/8/2019,826.4,16.53,560-00,882,0,Church/Synagogue,sq. ft.
115,M2019005968-0,1078130640070,414 NW 10 AVE 41,3/8/2019,826.4,16.53,150-00,-882,0,Warehousing,sq. ft.
3824,M2019016332-0,1079070040014,1145 N HOMESTEAD BLVD,7/12/2019,62192.29,1243.85,841-01,3384,0,Car Sales (Service and Parts Sales Area),sq. ft.
3745,M2019016332-0,1079070040014,1145 N HOMESTEAD BLVD,7/12/2019,62192.29,1243.85,841-00,469,0,Car Sales (New & Used Car Sales Area),sq. ft.
2454,M2019013377-0,1079070190052,611 NE 9 PL,5/21/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2453,M2019013378-0,1079070190053,605 NE 9 PL,6/13/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
719,B19971000569-0,1079070210560,97 NE 15 ST,8/13/2019,5164.56,103.29,710-00,2522,0,General Office Building,sq. ft.
720,B19971000569-0,1079070210560,97 NE 15 ST,8/13/2019,5164.56,103.29,710-00,2522,0,"General Office Building [1-50,000]",sq. ft.
2455,B19971000569-0,1079070210560,97 NE 15 ST,8/13/2019,5164.56,103.29,210-00,-1,0,Single Family Detached,unit
481,M2019006773-0,1079080000550,1977 NE 8 ST,2/6/2019,433855.58,8677.11,151-00,184735,0,Mini-Warehouse,sq. ft.
860,M2019018707-0,1079090390030,2835 NE 8 ST,10/18/2019,39188.22,783.77,820-01,15341,0,"Shopping Center/General Retail [10,001 -50,000]",sq. ft.
396,M2019005910-0,1079090390030,2925 NE 8 ST,1/17/2019,170315.69,3406.31,820-00,9319,0,Shopping Center/General Retail,sq. ft.
397,M2019005910-0,1079090390030,2925 NE 8 ST,1/17/2019,170315.69,3406.31,820-00,9319,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
398,M2019018707-0,1079090390030,2835 NE 8 ST,10/18/2019,39188.22,783.77,820-00,-9319,0,Shopping Center/General Retail,sq. ft.
399,M2019018707-0,1079090390030,2835 NE 8 ST,10/18/2019,39188.22,783.77,820-00,-9319,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
400,M2019007964-0,1079150010081,3320 NE 8 ST,3/26/2019,133690.24,2673.8,820-00,7315,0,Shopping Center/General Retail,sq. ft.
401,M2019007964-0,1079150010081,3320 NE 8 ST,3/26/2019,133690.24,2673.8,820-00,7315,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
2458,M2019007038-0,1079160181410,149 NE 25 TER,2/11/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2459,M2019007046-0,1079160181410,181 NE 25 TER,2/11/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2465,M2019007034-0,1079160181410,189 NE 25 TER,2/11/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2466,M2019007045-0,1079160181410,141 NE 25 TER,2/11/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2474,M2019007033-0,1079160181410,173 NE 25 TER,2/8/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2487,M2019007040-0,1079160181410,133 NE 25 TER,2/8/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2526,M2019007041-0,1079160181410,125 NE 25 TER,2/12/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2553,M2019007035-0,1079160181410,165 NE 25 TER,2/8/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2588,M2019007047-0,1079160181410,157 NE 25 TER,2/11/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2520,M2019007647-0,1079160210120,2937 SE 3 ST,3/11/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2507,M2019009131-0,1079160210260,3002 SE 3 ST,3/15/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2512,M2019010878-0,1079160210380,2928 SE 3 ST,4/12/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2587,M2019007465-0,1079160220590,244 SE 23 TER,2/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2542,M2019007476-0,1079160220600,252 SE 23 TER,2/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2506,M2019008778-0,1079160220610,266 SE 23 TER,3/7/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2517,M2019008784-0,1079160220610,2418 SE 2 ST,3/12/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2521,M2019008785-0,1079160220610,2427 SE 3 ST,3/8/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2585,M2019008780-0,1079160220610,2455 SE 2 ST,3/7/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2589,M2019008781-0,1079160220610,2461 SE 2 ST,3/8/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2596,M2019008783-0,1079160220610,2446 SE 2 ST,3/5/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2482,M2019007461-0,1079160220620,270 SE 23 TER,2/21/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2470,M2019008779-0,1079160220630,2352 SE 3 ST,3/7/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2575,M2019007467-0,1079160220640,2370 SE 3 ST,2/15/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2457,M2019007469-0,1079160220650,2382 SE 3 ST,2/14/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2469,M2019007495-0,1079160220660,2410 SE 3 ST,2/22/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2456,M2019007464-0,1079160220670,2424 SE 3 ST,2/19/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2510,M2019007468-0,1079160220680,2436 SE 3 ST,2/25/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2509,M2019007471-0,1079160220690,2444 SE 3 ST,2/21/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2481,M2019011011-0,1079160220700,2452 SE 3 ST,4/17/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2491,M2019011039-0,1079160220710,2464 SE 3 ST,4/12/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2478,M2019011042-0,1079160220720,2470 SE 3 ST,4/12/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2548,M2019011050-0,1079160220730,2474 SE 3 ST,4/12/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2497,M2019011013-0,1079160220740,2482 SE 3 ST,4/16/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2547,M2019011014-0,1079160220750,2488 SE 3 ST,4/12/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2513,M2019011048-0,1079160220760,2492 SE 3 ST,4/12/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2518,M2019011041-0,1079160220770,2496 SE 3 ST,4/26/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2540,M2019011027-0,1079160220780,2504 SE 3 ST,4/12/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2493,M2019011015-0,1079160220790,2516 SE 3 ST,4/12/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2574,M2019011016-0,1079160220800,2520 SE 3 ST,4/16/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2492,M2019011038-0,1079160220810,2528 SE 3 ST,4/12/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2460,M2019015112-0,1079160220820,2532 SE 3 ST,6/19/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2495,M2019015127-0,1079160220830,2540 SE 3 ST,6/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2524,M2019015116-0,1079160220840,2546 SE 3 ST,6/21/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2535,M2019015135-0,1079160220850,2550 SE 3 ST,6/21/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2580,M2019015125-0,1079160220860,2562 SE 3 ST,6/19/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2504,M2019015126-0,1079160220870,2568 SE 3 ST,6/19/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2554,M2019015120-0,1079160220880,2572 SE 3 ST,6/17/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2505,M2019015123-0,1079160220890,2580 SE 3 ST,6/19/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2461,M2019015130-0,1079160220900,2586 SE 3 ST,6/24/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2488,M2019015119-0,1079160220910,2592 SE 3 ST,6/17/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2565,M2019015124-0,1079160220920,2596 SE 3 ST,6/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2501,M2019015121-0,1079160220930,2606 SE 3 ST,6/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2489,M2019019188-0,1079160220940,2620 SE 3 ST,8/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2528,M2019019200-0,1079160220950,2638 SE 3 ST,8/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2468,M2019019207-0,1079160220960,2642 SE 3 ST,8/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2503,M2019019180-0,1079160220970,2656 SE 3 ST,8/26/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2543,M2019019184-0,1079160220980,2664 SE 3 ST,8/21/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2556,M2019019198-0,1079160220990,2722 SE 3 ST,8/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2557,M2019019202-0,1079160221000,2734 SE 3 ST,8/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2539,M2020001634-0,1079160221010,2744 SE 3 ST,11/4/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2530,M2019019193-0,1079160221020,269 SE 27 TER,8/23/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2571,M2020002154-0,1079160221020,269 SE 27 TER,11/12/2019,0,0,210-00,0,0,Single Family Detached,unit
2514,M2020001635-0,1079160221030,255 SE 27 TER,11/1/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2483,M2019019178-0,1079160221040,247 SE 27 TER,8/22/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2551,M2019019197-0,1079160221050,233 SE 27 TER,8/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2552,M2019019196-0,1079160221060,227 SE 27 TER,8/21/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2568,M2019019181-0,1079160221070,211 SE 27 TER,8/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2544,M2019019194-0,1079160221080,183 SE 27 TER,8/21/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2558,M2019019192-0,1079160221090,171 SE 27 TER,8/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2566,M2019019204-0,1079160221100,165 SE 27 TER,8/21/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2490,M2019019189-0,1079160221110,2727 SE 1 DR,8/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2550,M2019019176-0,1079160221120,2715 SE 1 CT,8/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2592,M2019007477-0,1079160221580,2473 SE 2 ST,2/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2541,M2019007494-0,1079160221590,2479 SE 2 ST,2/21/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2511,M2019008782-0,1079160221600,2487 SE 2 ST,4/1/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2467,M2019007463-0,1079160221610,2491 SE 2 ST,2/22/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2561,M2019007487-0,1079160221620,2495 SE 2 ST,2/26/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2475,M2019013778-0,1079160221630,2501 SE 2 ST,5/30/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2531,M2019013327-0,1079160221640,2509 SE 2 ST,5/21/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2555,M2019011025-0,1079160221650,2515 SE 2 ST,4/16/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2583,M2019017728-0,1079160221650,2515 SE 2 ST,7/26/2019,0,0,210-00,0,0,Single Family Detached,unit
2502,M2019013491-0,1079160221660,2529 SE 2 ST,5/24/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2476,M2019014678-0,1079160221670,2535 SE 2 ST,6/12/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2595,M2019014691-0,1079160221680,2543 SE 2 ST,6/12/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2486,M2019014688-0,1079160221690,2551 SE 2 ST,6/10/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2485,M2019018504-0,1079160221700,2559 SE 2 ST,8/9/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2462,M2019019994-0,1079160221740,2591 SE 2 ST,9/3/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2508,M2019019984-0,1079160221750,2597 SE 2 ST,8/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2496,M2019011040-0,1079160221840,2494 SE 2 ST,4/16/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2570,M2019012082-0,1079160221850,2488 SE 2 ST,5/2/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2477,M2019013329-0,1079160221860,2484 SE 2 ST,5/24/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2573,M2019013777-0,1079160221870,2476 SE 2 ST,5/24/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2590,M2019007482-0,1079160221880,2468 SE 2 ST,2/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2577,M2019007481-0,1079160221890,2456 SE 2 ST,2/15/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2594,M2019007489-0,1079160221910,2438 SE 2 ST,2/19/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2523,M2019007474-0,1079160221920,2430 SE 2 ST,2/15/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2591,M2019007496-0,1079160221940,2378 SE 2 ST,2/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2584,M2019007486-0,1079160221950,2366 SE 2 ST,2/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2579,M2019007502-0,1079160221960,2365 SE 3 ST,2/15/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2586,M2019007484-0,1079160221970,2377 SE 3 ST,2/22/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2593,M2019007488-0,1079160221980,2415 SE 3 ST,2/19/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2578,M2019007501-0,1079160222000,2439 SE 3 ST,2/15/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2494,M2019013331-0,1079160222010,2453 SE 3 ST,5/28/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2471,M2019013319-0,1079160222020,2465 SE 3 ST,6/4/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2525,M2019011045-0,1079160222030,2471 SE 3 ST,4/12/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2538,M2019011012-0,1079160222040,2477 SE 3 ST,4/22/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2546,M2019011046-0,1079160222050,2483 SE 3 ST,4/12/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2567,M2019013333-0,1079160222060,2495 SE 3 ST,5/23/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2572,M2019013773-0,1079160222070,2497 SE 3 ST,5/24/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2499,M2019015131-0,1079160222080,2594 SE 2 ST,6/17/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2564,M2019015117-0,1079160222090,2588 SE 2 ST,6/19/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2479,M2019017535-0,1079160222100,2582 SE 2 ST,7/23/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2516,M2019015137-0,1079160222110,2574 SE 2 ST,6/19/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2569,M2019017532-0,1079160222120,2562 SE 2 ST,7/25/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2562,M2019015133-0,1079160222130,2556 SE 2 ST,6/19/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2515,M2019015115-0,1079160222140,2552 SE 2 ST,6/19/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2533,M2019014690-0,1079160222150,2544 SE 2 ST,6/12/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2560,M2019014677-0,1079160222160,2534 SE 2 ST,6/11/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2473,M2019015122-0,1079160222170,2526 SE 2 ST,6/18/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2534,M2019015114-0,1079160222180,2517 SE 3 ST,6/21/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2559,M2019011044-0,1079160222190,2539 SE 3 ST,4/16/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2480,M2019011047-0,1079160222200,2545 SE 3 ST,4/17/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2563,M2019015128-0,1079160222210,2553 SE 3 ST,6/19/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2500,M2019015129-0,1079160222220,2557 SE 3 ST,6/18/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2582,M2019017530-0,1079160222230,2565 SE 3 ST,7/25/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2536,M2019017534-0,1079160222240,2573 SE 3 ST,7/24/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2537,M2019015138-0,1079160222250,2581 SE 3 ST,6/21/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2581,M2019015132-0,1079160222260,2589 SE 3 ST,6/19/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2576,M2019015113-0,1079160222270,2593 SE 3 ST,6/18/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2472,M2019019988-0,1079160222280,2724 SE 2 ST,9/5/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2527,M2019019991-0,1079160222290,2710 SE 2 ST,9/4/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2484,M2019019981-0,1079160222300,2648 SE 2 ST,8/30/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2549,M2020001637-0,1079160222310,2630 SE 2 ST,11/1/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2532,M2019019975-0,1079160222320,2628 SE 2 ST,8/30/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
